시도,구군,기관명,주차장명,유형,주소,위치 정보,전화번호,위도,경도,01월29일(토),01월30일(일),01월31일(월),02월01일(화),02월02일(수),365일 상시 무료개방 여부
부산광역시,사하구,하단1동행정복지센터,하단1동행정복지센터,부설,부산광역시 사하구 하신중앙로 308 (하단동),청사입구,051-220-5151,35.10396467,128.9642406,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,사하구,하단2동행정복지센터,하단2동행정복지센터,부설,부산광역시 사하구 하신번영로 377 (하단동),청사 건물 옆편,051-220-5181,35.11458576,128.9605264,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,사상구,사상구청 교통행정과,학장동주민센터주변,노상,부산광역시 사상구 학장동 386-1 일원,학장동주민센터주변,051-310-4515,35.14409856,128.9873101,15:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,X
부산광역시,사상구,사상구청 교통행정과,학장지구대주변,노상,부산광역시 사상구 학장동 242-1 일원,학장지구대주변,051-310-4515,35.14614904,128.9845693,15:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,X
부산광역시,사상구,사상구청 교통행정과,한국강관주변,노상,부산광역시 사상구 감전동 949-7 일원,한국강관주변,051-310-4515,35.14763973,128.9730092,15:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,X
부산광역시,해운대구,해운대구청,해운대구청,부설,부산광역시 해운대구 중동2로 11,지상,051-749-4164,35.16313782,129.1635601,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,X
부산광역시,해운대구,해운대인문학도서관,해운대인문학도서관,부설,부산광역시 해운대구 반여로 132,1층,051-749-6575,35.20224078,129.1263083,"00:00~09:00, 18:00~24:00","00:00~09:00, 18:00~24:00",종일개방,종일개방,종일개방,Y
부산광역시,사상구,사상구청 교통행정과,해표사료주변,노상,부산광역시 사상구 감전동 127-1 일원,해표사료주변,051-310-4515,35.15725571,128.9754946,15:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,X
부산광역시,강서구,부산시 강서구청,행복마을 공영주차장,노외,부산광역시 강서구 명지동 3254-7,공영주차장,051-970-4562,35.08661484,128.9103773,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,북구,화명1동주민센터,화명1동주민센터,부설,부산광역시 북구 금곡대로 274(화명동),화명1동주민센터,051-309-6308,35.23278402,129.0137846,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,북구,화명2동주민센터,화명2동주민센터,부설,부산광역시 북구 양달로 58(화명동),화명2동주민센터,051-309-6324,35.24361279,129.0198418,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,북구,화명3동주민센터,화명3동주민센터,부설,부산광역시 북구 화명신도시로 85(화명동),화명3동주민센터,051-309-6342,35.23186884,129.0100490,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,북구,화명도서관,화명도서관,부설,부산광역시 북구 화명대로12번길 59(화명동),화명도서관,051-309-6482,35.23218980,129.0093939,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,기장군,기장군청 신천리 공영주차장,기장군청 신천리 공영주차장,노외,기장읍 신천리298,,051-709-4217,35.24325350,129.2238610,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,기장군,정관보건지소,정관보건지소,부설,정관읍 용수로 11,청사 입구,051-709-2910,35.32521160,129.1791860,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,중구,중구청,중구청,부설,부산광역시 중구 중구로 120,중구청,051-600-4552,35.10619736,129.0323514,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,금정구,금정구청 교통행정과,오륜동공영주차장,노외,부산광역시 금정구 오륜동 672-6,주차장,051-519-4516,35.24737353,129.1017708,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,강서구,부산시 강서구청,강서구청역 역세권 주차장,노외,부산광역시 강서구 대저1동 2287번지,공영주차장,051-970-4562,35.21209992,128.9795560,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,강서구,부산시 강서구청,명지동 주민자율 주차장,노외,부산광역시 강서구 명지동 3321-2,주민자율주차장,051-970-4562,35.11060927,128.9224479,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,금정구,금정구청 교통행정과,금샘로노상공영주차장,노상,부산광역시 금정구 남산동 970-1 일원,주차장,051-519-4516,35.27166529,129.0848659,15:00~24:00,종일개방,종일개방,종일개방,종일개방,X
부산광역시,금정구,금정구청 교통행정과,금정구청후문외1노상공영주차장,노상,부산광역시 금정구 부곡동 78 일원,주차장,051-519-4516,35.24204980,129.0924585,15:00~24:00,종일개방,종일개방,종일개방,종일개방,X
부산광역시,금정구,금정구청 교통행정과,온천천복개도로외1노상공영주차장,노상,부산광역시 금정구 남산동 18-2 일원,주차장,051-519-4516,35.27180481,129.0893962,15:00~24:00,종일개방,종일개방,종일개방,종일개방,X
부산광역시,금정구,금정구청 문화관광과,금성산성광장 주차장,노외,부산광역시 금정구  금성동 682 일원,금정산성 광장 일부,051-519-4084,35.24527636,129.0570229,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,금정구,금정문화회관,금정문화회관 부설주차장,노외,부산광역시 금정구 체육공원로 7,주차장,051-519-5654,35.24591647,129.0944772,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,남구,남구청 시설관리사업소,남구 실내빙상장,부설,부산광역시 남구 백운포로 108(용호동),지상주차장,051-607-4934,35.10397992,129.1107708,미개방,미개방,종일개방,종일개방,종일개방,X
부산광역시,북구,북구육아종합지원센터,북구육아종합지원센터,부설,부산광역시 북구 만덕1로 104번가길 37,북구육아종합지원센터,051-309-4352,35.21593924,129.0263489,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,북구,덕천생활체육공원,덕천생활체육공원,부설,부산광역시 북구 덕천동 457-50,덕천생활체육공원,051-309-4122,35.21543725,129.0110424,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,사하구,신평1동행정복지센터,신평1동행정복지센터,부설,부산광역시 사하구 장평로 258 (신평동),동사 입구,051-220-5211,35.08920855,128.9732568,종일개방,종일개방,종일개방,종일개방,종일개방,Y
부산광역시,해운대구,좌4동주민센터,좌4동주민센터,부설,부산광역시 해운대구 좌동순환로 183,지상,051-749-6814,35.17787894,129.1762419,미개방,미개방,미개방,미개방,미개방,X
부산광역시,해운대구,해운대문화복합센터,해운대문화복합센터,부설,부산광역시 해운대구 센텀중앙로 170,지상,051-749-6153,35.18218753,129.1211894,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,X
